weight,term,year,topic n
0.00735147877543658,защита,1972,8
0.007157423181309892,экономический,1972,8
0.006455084854961622,задача,1972,8
0.006154465351815772,цель,1972,8
0.005959583314098759,безопасность,1972,8
0.016292640541687536,сша,1972,9
0.010606826998901156,иран,1972,9
0.010378851732373042,американский,1972,9
0.009054935597938019,военный,1972,9
0.008523970085788436,сдерживание,1972,9
0.008120020783387081,нато,1972,9
0.007286343521163354,отношение,1972,9
0.006639739221663587,китай,1972,9
0.0048871782134980455,российский,1972,9
0.004671543974813217,эксперт,1972,9
0.004422867351156201,безопасность,1972,9
0.00427537927147633,регион,1972,9
0.004027755764222682,политический,1972,9
0.0038868534920043765,позиция,1972,9
0.003806288461873619,стратегический,1972,9
0.005851347448645578,цель,1972,10
0.005511875779257407,российский,1972,10
0.004701190294549045,создание,1972,10
0.004211432553564592,суд,1972,10
0.0038066077814550747,запугивание,1972,10
0.003800170120945416,заявить,1972,10
0.003543421243165135,средство,1972,10
0.003374106402433685,участник,1972,10
0.003128508395247982,убийство,1972,10
0.0031075943415210822,безопасность,1972,10
0.0030523844703142368,терроризм,1972,10
0.0030018444145269605,либо,1972,10
0.0028782790263370602,сергей,1972,10
0.0028330965247769526,вчера,1972,10
0.002831642059825794,президент,1972,10
0.014586579424245811,средство_массовый_информация,1972,11
0.008555911742394062,статья,1972,11
0.008115006425369395,российский_федерация,1972,11
0.007644848613041243,закон,1972,11
0.005359671221239447,информация,1972,11
0.004779180504959831,суд,1972,11
0.0043511966624467276,сайт,1972,11
0.004140115091535026,редакция,1972,11
0.004126120508532475,право,1972,11
0.0035279099149728528,положение,1972,11
0.0033946438720038187,деятельность,1972,11
0.0030978180277756806,апрель,1972,11
0.0030948083987128753,гражданин,1972,11
0.0029575118854177425,федеральный_закон,1972,11
0.0028141504044825634,сообщение,1972,11
0.011195447836419566,армения,1972,12
0.007671580744535396,конфликт,1972,12
0.007662377544023932,зона,1972,12
0.007242917450455704,рф,1972,12
0.00696666996941244,политический,1972,12
0.006156092098871022,власть,1972,12
0.005876023739731954,политика,1972,12
0.00581710600271766,ситуация,1972,12
0.005589210422403387,безопасность,1972,12
0.005329861157849025,регион,1972,12
0.0053285414800997325,иран,1972,12
0.00517836153323713,казахстан,1972,12
0.005117435061472404,центральный_азия,1972,12
0.004940998483965472,внешний,1972,12
0.004697035710052021,общество,1972,12
0.01487710337404096,военный,1972,13
0.012124418206086385,развитие,1972,13
0.011864554368519638,создание,1972,13
0.010227538885134727,российский_федерация,1972,13
0.009573292176461837,обеспечение,1972,13
0.00930746913664371,международный,1972,13
0.008145465617578203,система,1972,13
0.008059259290492398,реализация,1972,13
0.007913267059424299,комплекс,1972,13
0.007662530242106991,деятельность,1972,13
0.0070080752168343126,вооружение,1972,13
0.006959104138609555,войско,1972,13
0.006823060762952634,стратегический,1972,13
0.006217509802541667,исследование,1972,13
0.006161899906394698,цель,1972,13
0.04502225578192754,альянс,1972,14
0.04187401651281366,нато,1972,14
0.039592440236643545,европа,1972,14
0.03001197318546987,безопасность,1972,14
0.01965876898249196,общий,1972,14
0.015959126774217694,взаимный,1972,14
0.014522318057488067,сотрудничество,1972,14
0.01264744926906781,европейский,1972,14
0.012008473873691996,саммит,1972,14
0.011279137134808886,проблема,1972,14
0.010920347224260402,сфера,1972,14
0.010519741409129485,заявить,1972,14
0.010258057421372367,совместный,1972,14
0.01004756967528813,предлагать,1972,14
0.009257911183335493,потенциал,1972,14
0.024612131664121583,военный,1972,15
0.018868335798465412,сдерживание,1972,15
0.014134153173411839,политика,1972,15
0.011854182056264215,российский_федерация,1972,15
0.00942219964950991,область,1972,15
0.008456580797727353,ядерный,1972,15
0.008232814532837097,безопасность,1972,15
0.0081196671581667,стратегический,1972,15
0.007384723259039515,договор,1972,15
0.007257829041220171,военный_доктрина,1972,15
0.007166001525255788,обеспечение,1972,15
0.007126706433926898,система,1972,15
0.006648789616785525,российский,1972,15
0.006595529353168635,потенциал,1972,15
0.0064240982968121274,оборона,1972,15
0.03716879703382403,армия,1972,16
0.018229683177067187,стратегический,1972,16
0.016031839307063252,военный,1972,16
0.015242359671487085,войско,1972,16
0.013518480333065,сдерживание,1972,16
0.009531544642739276,система,1972,16
0.008545311838523131,приоритет,1972,16
0.007973021215307996,управление,1972,16
0.007687664956264936,обеспечение,1972,16
0.005593644516522399,вооружённый,1972,16
0.005554170776029222,воздушно_космический_оборона,1972,16
0.005295527505405141,военнослужащий,1972,16
0.005125962421581861,офицер,1972,16
0.005074440373382919,техника,1972,16
0.004803069031132608,флот,1972,16
0.006540379493032544,мировой,1972,17
0.006015338081727261,обеспечить,1972,17
0.005046900927727615,экономический,1972,17
0.004739444140729074,система,1972,17
0.0045511657855782294,оружие,1972,17
0.004358280121891153,условие,1972,17
0.00397615565593604,российский,1972,17
0.0038603041978989114,крупный,1972,17
0.0038060008508312843,цена,1972,17
0.0036258267247897967,сдерживание,1972,17
0.0035437832601631605,экономика,1972,17
0.0034804634786404177,государство,1972,17
0.0031863664559213696,помощь,1972,17
0.0030759000649716686,население,1972,17
0.0029963400197539495,обладать,1972,17
0.007229763149297307,президент,1972,18
0.005776058513788784,стр,1972,18
0.003857799985229655,поставить,1972,18
0.0030909732916822507,система,1972,18
0.002886819698161269,поэтому,1972,18
0.0025993534104441635,культура,1972,18
0.0025485538189232,мера,1972,18
0.0025477877567731365,отечественный,1972,18
0.00247820397402732,дмитрий_медведев,1972,18
0.0024670330760941197,гражданин,1972,18
0.00244148344630383,заявить,1972,18
0.0024171800826300214,нг,1972,18
0.002380928171738721,ребёнок,1972,18
0.002313873716734163,неделя,1972,18
0.002308176497160743,отдел,1972,18
0.03130594706010506,украина,1972,19
0.01608893740412274,украинский,1972,19
0.015116048958228087,белоруссия,1972,19
0.014874691926538031,власть,1972,19
0.01091690675503133,азербайджан,1972,19
0.007122061714938097,отношение,1972,19
0.006939274723978913,президент,1972,19
0.0065643737312162725,крым,1972,19
0.006128959769408967,ес,1972,19
0.005954344934502154,киев,1972,19
0.005285040594488778,сша,1972,19
0.004977227290327451,запад,1972,19
0.004903692927676348,правительство,1972,19
0.004774135932445447,политика,1972,19
0.004581120169816683,москва,1972,19
0.01875034041492322,ядерный,1983,0
0.015645775073038007,сдерживание,1983,0
0.012424818891430557,стратегический,1983,0
0.009726333368187791,ракета,1983,0
0.008041375938647571,сша,1983,0
0.007316911193865274,боевой,1983,0
0.007181170125499609,военный,1983,0
0.006595608067652847,средство,1983,0
0.006249589869446584,рвсна,1983,0
0.005564993246891117,ракетный,1983,0
0.005493278521612122,морской,1983,0
0.005277161990694899,вооружение,1983,0
0.005251202732801141,система,1983,0
0.004949048744098746,связь,1983,0
0.004941995152968531,создание,1983,0
0.17623973944890867,грузия,1983,1
0.026539468399675317,южный_осетия,1983,1
0.022674407431644564,абхазия,1983,1
0.009806291619206873,украина,1983,1
0.008531008024226246,отказаться,1983,1
0.008064768597436538,обсудить,1983,1
0.008036921461118547,кандидат,1983,1
0.007022639381134123,тимошенко,1983,1
0.0062853634996581555,ющенко,1983,1
0.005363220134989129,молдавия,1983,1
0.00456726116913401,москва,1983,1
0.003924691884880495,отношение,1983,1
0.0038854269276376308,белоруссия,1983,1
0.0036051243921301082,лукашенко,1983,1
0.003329088805341767,янукович,1983,1
0.3492165454849256,поддержка,1983,2
0.007718842045223611,план,1983,2
0.005092732989220857,янукович,1983,2
0.0046812819617538665,тимошенко,1983,2
0.004673733285150199,млн,1983,2
0.004166809152613483,нефть,1983,2
0.003662590875452235,ющенко,1983,2
0.0034212265232000942,украина,1983,2
0.003407145753372285,стоить,1983,2
0.0034068522899757614,медведев,1983,2
0.0033925503132209794,заявлять,1983,2
0.003072259629270708,партия_регион,1983,2
0.0029148908102347836,москва,1983,2
0.002847791674095158,южный_осетия,1983,2
0.0026506324144053607,киргизия,1983,2
0.013936883482094447,запугивание,1983,3
0.007470468110888925,устрашение,1983,3
0.006638574807319187,советский,1983,3
0.006230247929013068,власть,1983,3
0.005863731450403832,сталин,1983,3
0.005804755703101998,армия,1983,3
0.004213682603674731,американец,1983,3
0.004108834491229616,ссср,1983,3
0.003766888269802576,танк,1983,3
0.0037569047383842007,противник,1983,3
0.003184385907659036,страх,1983,3
0.0031350122816765458,враг,1983,3
0.0030681217036692358,победа,1983,3
0.003035043748013679,мировой,1983,3
0.0029386814448178057,момент,1983,3
0.02311597272717998,президент,1983,4
0.015346446825346348,партия,1983,4
0.011815860762725307,владимир_путин,1983,4
0.011572119279991288,кандидат,1983,4
0.011149750479354223,путин,1983,4
0.010971951686741007,политический,1983,4
0.010654366758339176,выборы,1983,4
0.007016822640510234,встреча,1983,4
0.006645444600439449,выступать,1983,4
0.006530851877503111,депутат,1983,4
0.00602567552943476,парламент,1983,4
0.005865620963466542,российский,1983,4
0.005274670049870778,реформа,1983,4
0.004724360668722406,киргизия,1983,4
0.004611079778073747,глава_государство,1983,4
0.02325285069584346,сша,1983,5
0.01827588184277623,ядерный,1983,5
0.012211238258275648,сдерживание,1983,5
0.012128329558326803,средство,1983,5
0.010342942179623841,американский,1983,5
0.009642828903226775,политический,1983,5
0.008915397351546178,стратегический,1983,5
0.00861395715552637,международный,1983,5
0.008609653071127392,военный,1983,5
0.008445984458764334,угроза,1983,5
0.007626918063632836,ядерный_оружие,1983,5
0.007602722431217584,цель,1983,5
0.006285674119392465,безопасность,1983,5
0.005875967387832863,стратегия,1983,5
0.005109387023617206,концепция,1983,5
0.015112379578823144,российский_федерация,1983,6
0.010002084356754745,государство,1983,6
0.008918174390117732,отношение,1983,6
0.008543672314766543,сотрудничество,1983,6
0.008328828115383699,международный,1983,6
0.008166088772549174,договор,1983,6
0.006834903677351668,российский,1983,6
0.006708575570151641,безопасность,1983,6
0.006129593893770914,конфликт,1983,6
0.00602784251291006,оон,1983,6
0.006021104401111587,республика,1983,6
0.005828487936862133,интерес,1983,6
0.005801835201855503,создание,1983,6
0.005490394878477506,сфера,1983,6
0.005474767752915402,укрепление,1983,6
0.025365659166018947,ядерный,1983,7
0.020031782743337768,сдерживание,1983,7
0.016234826652354924,договор,1983,7
0.01575647040637805,стратегический,1983,7
0.011427355266467628,сша,1983,7
0.011072153766592647,российский,1983,7
0.010211536683088442,система,1983,7
0.010112824803243938,потенциал,1983,7
0.009284340230498333,снв,1983,7
0.00803825930907343,кндр,1983,7
0.006896289761637459,американский,1983,7
0.006590394927288092,рф,1983,7
0.005644823814346795,развитие,1983,7
0.004793725681043403,заявить,1983,7
0.004624548689834905,президент,1983,7
0.038012979763882106,военный,1983,8
0.018703617856944885,сдерживание,1983,8
0.013028287493540878,государство,1983,8
0.012446600136728502,стратегический,1983,8
0.010814097511641231,обеспечение,1983,8
0.008938142081114648,действие,1983,8
0.008513875650197735,операция,1983,8
0.008508119361808989,интерес,1983,8
0.008506042845851719,вооружённый,1983,8
0.007669914960840885,морской,1983,8
0.007386292432141721,защита,1983,8
0.007171662111717426,экономический,1983,8
0.006495757996178267,задача,1983,8
0.0061853645256854375,цель,1983,8
0.006008630407253212,безопасность,1983,8
0.016423997848506254,сша,1983,9
0.010673701599523201,иран,1983,9
0.01042909950108696,американский,1983,9
0.009126188314710019,военный,1983,9
0.008555090247185922,сдерживание,1983,9
0.008143266147421524,нато,1983,9
0.007331759336328041,отношение,1983,9
0.006681407749985756,китай,1983,9
0.0049073543533179635,российский,1983,9
0.004686062397943781,эксперт,1983,9
0.004439298641115918,безопасность,1983,9
0.004297485928407057,регион,1983,9
0.004044118313245029,политический,1983,9
0.0039001935537001805,позиция,1983,9
0.0038150625178836853,стратегический,1983,9
0.00587485711736768,цель,1983,10
0.0055434658070571035,российский,1983,10
0.004719578253706645,создание,1983,10
0.00422988063243858,суд,1983,10
0.0038183796518948825,запугивание,1983,10
0.0038154848160015914,заявить,1983,10
0.003555761002433376,средство,1983,10
0.0033851261787369957,участник,1983,10
0.0031370417535098766,убийство,1983,10
0.0031176602741303052,безопасность,1983,10
0.003060658175539865,терроризм,1983,10
0.0030088402312484887,либо,1983,10
0.0028885132351816937,сергей,1983,10
0.0028416766362427204,вчера,1983,10
0.0028377675271771155,президент,1983,10
0.014669189635169983,средство_массовый_информация,1983,11
0.008620743977108311,статья,1983,11
0.008160115992802263,российский_федерация,1983,11
0.007697731867859503,закон,1983,11
0.005382843936787134,информация,1983,11
0.004800633483188582,суд,1983,11
0.004369366344805985,сайт,1983,11
0.0041574358175562555,редакция,1983,11
0.004143541335955679,право,1983,11
0.0035373317777177746,положение,1983,11
0.003406548977636686,деятельность,1983,11
0.003107518995225627,апрель,1983,11
0.0031073872950411066,гражданин,1983,11
0.002966784261255119,федеральный_закон,1983,11
0.002822392637153131,сообщение,1983,11
0.011250547813710694,армения,1983,12
0.0076948799882896705,конфликт,1983,12
0.007689592947764841,зона,1983,12
0.007278116272152495,рф,1983,12
0.007024585918696551,политический,1983,12
0.006189455480003714,власть,1983,12
0.005901162467260542,политика,1983,12
0.005837180896524386,ситуация,1983,12
0.00560307149779521,безопасность,1983,12
0.005347501797113091,регион,1983,12
0.0053432206984954,иран,1983,12
0.005199798444809316,казахстан,1983,12
0.005136644339708486,центральный_азия,1983,12
0.004956230026709073,внешний,1983,12
0.00471310740516634,общество,1983,12
0.015139449894596802,военный,1983,13
0.012268380807617475,развитие,1983,13
0.011929020950122386,создание,1983,13
0.010403733222018615,российский_федерация,1983,13
0.009656585264656516,обеспечение,1983,13
0.00932944661136129,международный,1983,13
0.008196562181912446,система,1983,13
0.008100330387265804,реализация,1983,13
0.007932153622143018,комплекс,1983,13
0.0076983555095140035,деятельность,1983,13
0.007036608301421427,вооружение,1983,13
0.006988159183909699,войско,1983,13
0.00685831165532676,стратегический,1983,13
0.006237267373694363,исследование,1983,13
0.006183533419842329,цель,1983,13
0.04543403953465062,альянс,1983,14
0.043815082778060094,нато,1983,14
0.04009959687022924,европа,1983,14
0.030132936771939484,безопасность,1983,14
0.01969057495974405,общий,1983,14
0.01598912174221591,взаимный,1983,14
0.01453798151868109,сотрудничество,1983,14
0.0126780894677292,европейский,1983,14
0.012055307114880646,саммит,1983,14
0.011280094663822429,проблема,1983,14
0.01092220021470032,сфера,1983,14
0.010520581699211815,заявить,1983,14
0.010255131151252123,совместный,1983,14
0.010051928115294663,предлагать,1983,14
0.009256869849180336,потенциал,1983,14
0.024891543966858398,военный,1983,15
0.01937625898324536,сдерживание,1983,15
0.01407319274843006,политика,1983,15
0.011962998083133756,российский_федерация,1983,15
0.009457493265170442,область,1983,15
0.008734146909877926,ядерный,1983,15
0.00835315613029921,стратегический,1983,15
0.008283784168209796,безопасность,1983,15
0.007420420480907649,договор,1983,15
0.00729229743520358,военный_доктрина,1983,15
0.0072025302461856434,обеспечение,1983,15
0.007187239581683727,система,1983,15
0.006718617672194136,российский,1983,15
0.006625416543081415,потенциал,1983,15
0.006468463152173269,оборона,1983,15
0.03744822312327878,армия,1983,16
0.018352891499652052,стратегический,1983,16
0.016138282146662904,военный,1983,16
0.015350354086339252,войско,1983,16
0.013574689083394107,сдерживание,1983,16
0.009573350315311988,система,1983,16
0.00856718928749059,приоритет,1983,16
0.008004669766645652,управление,1983,16
0.007720381829252335,обеспечение,1983,16
0.005613694068649478,вооружённый,1983,16
0.00556509778461921,воздушно_космический_оборона,1983,16
0.005321113281219585,военнослужащий,1983,16
0.0051416349017522215,офицер,1983,16
0.005097678638168456,техника,1983,16
0.004815800838679768,флот,1983,16
0.006571717280360988,мировой,1983,17
0.006039596701972168,обеспечить,1983,17
0.005072068265645226,экономический,1983,17
0.004763199800571144,система,1983,17
0.004566895544119636,оружие,1983,17
0.004379700094541624,условие,1983,17
0.003995355173859396,российский,1983,17
0.003879468697988917,крупный,1983,17
0.003820760225940966,цена,1983,17
0.003637461038129798,сдерживание,1983,17
0.0035638092250832904,экономика,1983,17
0.003494516926575902,государство,1983,17
0.003198104307344515,помощь,1983,17
0.0030876076194506904,население,1983,17
0.0030030128541950495,обладать,1983,17
0.007264683296681913,президент,1983,18
0.005797210872023132,стр,1983,18
0.0038695358522482376,поставить,1983,18
0.003102838177179379,система,1983,18
0.002895843480512436,поэтому,1983,18
0.0026065082980008666,культура,1983,18
0.0025562553199150392,мера,1983,18
0.002555041090414127,отечественный,1983,18
0.002484764985354453,дмитрий_медведев,1983,18
0.0024735337690911007,гражданин,1983,18
0.0024475783922118595,заявить,1983,18
0.002423190755898172,нг,1983,18
0.0023880303163484012,ребёнок,1983,18
0.0023201490743724657,неделя,1983,18
0.0023144689744190794,отдел,1983,18
0.03206182350863179,украина,1983,19
0.016216673169902183,украинский,1983,19
0.015271584848431611,белоруссия,1983,19
0.014961531710551298,власть,1983,19
0.010984167975998787,азербайджан,1983,19
0.007166196791143372,отношение,1983,19
0.006982217022366245,президент,1983,19
0.006604770144763112,крым,1983,19
0.006156401444683668,ес,1983,19
0.006007003077710412,киев,1983,19
0.005310725222021801,сша,1983,19
0.004991465198062038,запад,1983,19
0.004918551180715348,правительство,1983,19
0.004792094726801141,политика,1983,19
0.00461810233131646,москва,1983,19
0.019198018475576863,ядерный,1984,0
0.015849936271817338,сдерживание,1984,0
0.012640720806737924,стратегический,1984,0
0.009840517283276548,ракета,1984,0
0.008104917878370801,сша,1984,0
0.007396698302582751,боевой,1984,0
0.007202480125748802,военный,1984,0
0.006625009137918826,средство,1984,0
0.006272662175134227,рвсна,1984,0
0.0055958585116539965,ракетный,1984,0
0.005520037405237576,морской,1984,0
0.005321330601201898,вооружение,1984,0
0.005283211554400931,система,1984,0
0.004969119908790225,создание,1984,0
0.004962279795324413,связь,1984,0
0.18247498289492223,грузия,1984,1
0.026723373187020824,южный_осетия,1984,1
0.022858839818886742,абхазия,1984,1
0.01011330004289906,украина,1984,1
0.008488308255633284,отказаться,1984,1
0.00803480200407119,обсудить,1984,1
0.008027696021288562,кандидат,1984,1
0.007011543965455895,тимошенко,1984,1
0.006323420493232417,ющенко,1984,1
0.005353389968631221,молдавия,1984,1
0.004569692560889379,москва,1984,1
0.0039031108842926677,отношение,1984,1
0.0038952986773169267,белоруссия,1984,1
0.0036117933381867246,лукашенко,1984,1
0.0033652607607879454,янукович,1984,1
0.35296363386625673,поддержка,1984,2
0.007718999437958267,план,1984,2
0.005118981724059694,янукович,1984,2
0.004704369323182988,тимошенко,1984,2
0.00466369891456425,млн,1984,2
0.00415218198921684,нефть,1984,2
0.0036811504558348627,ющенко,1984,2
0.003475916523221822,украина,1984,2
0.003415980977295202,медведев,1984,2
0.0034004696533934393,заявлять,1984,2
0.0033970722888087518,стоить,1984,2
0.0030799267371959638,партия_регион,1984,2
0.0029307102976820843,москва,1984,2
0.0028594793212670024,южный_осетия,1984,2
0.0026489514357329073,киргизия,1984,2
0.012883918134821561,запугивание,1984,3
0.007539406488886087,устрашение,1984,3
0.006702639668333643,советский,1984,3
0.006281093370038837,власть,1984,3
0.005917454717573185,сталин,1984,3
0.005860951380535825,армия,1984,3
0.004240235668409506,американец,1984,3
0.0041342327198021275,ссср,1984,3
0.003788799030900534,танк,1984,3
0.003744500383911143,противник,1984,3
0.003202213249527288,страх,1984,3
0.0031528718798733563,враг,1984,3
0.0030863150810045347,победа,1984,3
0.0030522578360755114,мировой,1984,3
0.0029291491615373614,история,1984,3
0.02347691695057184,президент,1984,4
0.015401405133757411,партия,1984,4
0.011910622697026068,владимир_путин,1984,4
0.011599320485143247,кандидат,1984,4
0.011269751691104272,путин,1984,4
0.011003476459087558,политический,1984,4
0.010701819416442843,выборы,1984,4
0.007051373785976711,встреча,1984,4
0.006671509072883653,выступать,1984,4
0.006532451352791613,депутат,1984,4
0.006041135109265083,парламент,1984,4
0.005912178649502601,российский,1984,4
0.005279698259927399,реформа,1984,4
0.004728965083401851,киргизия,1984,4
0.004630543769620186,глава_государство,1984,4
0.023895578829050135,сша,1984,5
0.01823989203195184,ядерный,1984,5
0.01262483124775011,сдерживание,1984,5
0.01133566591807273,средство,1984,5
0.010089342086898103,американский,1984,5
0.009829906567903167,политический,1984,5
0.009116451808138849,стратегический,1984,5
0.008919941595409271,военный,1984,5
0.008621111866061834,угроза,1984,5
0.008372662787586508,международный,1984,5
0.007811167028243618,ядерный_оружие,1984,5
0.007377111295171519,цель,1984,5
0.006389384590681581,безопасность,1984,5
0.005982611170631948,стратегия,1984,5
0.005175177099329213,концепция,1984,5
0.015198531862545134,российский_федерация,1984,6
0.010084580793141899,государство,1984,6
0.008963042874930209,отношение,1984,6
0.008616356045767933,сотрудничество,1984,6
0.008394209070132549,международный,1984,6
0.008201466017213903,договор,1984,6
0.006883968078221904,российский,1984,6
0.0067682076414133105,безопасность,1984,6
0.0061507723811172425,конфликт,1984,6
0.006052163364104365,республика,1984,6
0.00604027642197044,оон,1984,6
0.005849846940109959,интерес,1984,6
0.005835808800748919,создание,1984,6
0.005500093607317329,сфера,1984,6
0.005491359893757057,укрепление,1984,6
0.02594116902797229,ядерный,1984,7
0.02037790124615303,сдерживание,1984,7
0.01643515970363896,договор,1984,7
0.01587657966656146,стратегический,1984,7
0.01193944536539358,сша,1984,7
0.011116654299264945,российский,1984,7
0.010255222686928587,система,1984,7
0.01017228630889306,потенциал,1984,7
0.009316717027862974,снв,1984,7
0.008036506313301543,кндр,1984,7
0.0069876417724923715,американский,1984,7
0.006602278252624249,рф,1984,7
0.0056577859463793935,развитие,1984,7
0.00483504660089797,заявить,1984,7
0.004630288969686956,президент,1984,7
0.039427614070074626,военный,1984,8
0.019022422865947686,сдерживание,1984,8
0.013058362640507953,государство,1984,8
0.012553248239920827,стратегический,1984,8
0.010876393101643156,обеспечение,1984,8
0.009021304788627156,действие,1984,8
0.008605944088265484,операция,1984,8
0.008555432299923758,вооружённый,1984,8
0.008544442495203239,интерес,1984,8
0.00770848746047712,морской,1984,8
0.007424233697562089,защита,1984,8
0.007181034638105234,экономический,1984,8
0.0065404544540708905,задача,1984,8
0.006213999211459316,цель,1984,8
0.006072741595692801,безопасность,1984,8
0.016583685125818114,сша,1984,9
0.010748927254334389,иран,1984,9
0.010472866685128217,американский,1984,9
0.009209053009587884,военный,1984,9
0.008581169769481051,сдерживание,1984,9
0.008169086397885947,нато,1984,9
0.007380811607278627,отношение,1984,9
0.006729833400570772,китай,1984,9
0.004928920705541457,российский,1984,9
0.004701820743834474,эксперт,1984,9
0.0044563383307532735,безопасность,1984,9
0.00432478581229799,регион,1984,9
0.004062748307876873,политический,1984,9
0.00391464344956771,позиция,1984,9
0.0038235123154007683,стратегический,1984,9
0.005898737617747363,цель,1984,10
0.005580896710464742,российский,1984,10
0.004738836228548179,создание,1984,10
0.004251720424468904,суд,1984,10
0.003830980596522957,заявить,1984,10
0.0038300242503828156,запугивание,1984,10
0.0035695682878802986,средство,1984,10
0.0033963473880911357,участник,1984,10
0.003145365382538616,убийство,1984,10
0.003127611522296594,безопасность,1984,10
0.0030687465569552526,терроризм,1984,10
0.003014693763859041,либо,1984,10
0.002899284723659469,сергей,1984,10
0.002850483736778431,вчера,1984,10
0.0028430599565965097,президент,1984,10
